id_orden,id_cliente,segmento_cliente,fecha_hora_llegada,tipo_servicio,bolsas_delicada,bolsas_color,bolsas_blanca,bolsas_total,tipos_presentes
O2025-011586,C140,restaurante,6/11/2025 14:50,normal,0,1,2,3,2
O2025-011587,C109,restaurante,6/11/2025 14:52,rápido,0,1,1,2,2
O2025-011588,C021,hotel,6/11/2025 15:10,normal,0,0,6,6,1
O2025-011589,C018,hotel,6/11/2025 15:12,normal,1,1,5,7,3
O2025-011590,C008,hotel,6/11/2025 15:26,normal,1,0,6,7,2
O2025-011591,C106,restaurante,6/11/2025 15:28,normal,0,2,0,2,1
O2025-011592,C010,hotel,6/11/2025 15:30,normal,0,1,4,5,2
O2025-011593,C003,hotel,6/11/2025 15:36,normal,0,0,5,5,1
O2025-011594,C056,clínica,6/11/2025 15:41,normal,0,0,4,4,1
O2025-011595,C043,clínica,6/11/2025 15:48,normal,0,1,1,2,2
O2025-011596,C133,restaurante,6/11/2025 15:54,normal,0,1,0,1,1
O2025-011597,C056,clínica,6/11/2025 16:46,normal,0,0,6,6,1
O2025-011598,C033,clínica,6/11/2025 16:54,normal,1,0,3,4,2
O2025-011599,C056,clínica,6/11/2025 17:06,normal,0,0,4,4,1
O2025-011600,C058,clínica,6/11/2025 17:22,normal,0,1,1,2,2
O2025-011601,C013,hotel,6/11/2025 17:32,normal,0,2,5,7,2
O2025-011602,C051,clínica,6/11/2025 17:34,normal,0,0,4,4,1
O2025-011603,C021,hotel,6/11/2025 17:39,normal,0,0,7,7,1
O2025-011604,C021,hotel,6/11/2025 17:45,normal,0,1,3,4,2
O2025-011605,C003,hotel,6/11/2025 17:53,normal,1,1,8,10,3
O2025-011606,C038,clínica,6/11/2025 18:23,normal,0,0,2,2,1
O2025-011607,C029,hotel,6/11/2025 18:24,normal,0,0,3,3,1
O2025-011608,C025,hotel,6/11/2025 18:26,normal,0,0,3,3,1
O2025-011609,C021,hotel,6/11/2025 18:34,normal,0,0,12,12,1
O2025-011610,C018,hotel,6/11/2025 18:35,normal,0,0,5,5,1
O2025-011611,C083,gimnasio,6/11/2025 18:42,normal,0,0,2,2,1
O2025-011612,C099,gimnasio,6/11/2025 18:51,normal,0,1,1,2,2
O2025-011613,C073,gimnasio,6/11/2025 19:20,normal,0,1,1,2,2
O2025-011614,C104,gimnasio,6/11/2025 19:38,normal,0,3,0,3,1
O2025-011615,C141,restaurante,6/11/2025 21:13,normal,0,0,3,3,1
O2025-011616,C131,restaurante,6/11/2025 22:15,rápido,0,1,1,2,2
O2025-011617,C152,restaurante,6/11/2025 22:40,normal,0,1,2,3,2
O2025-011618,C009,hotel,6/12/2025 6:35,normal,0,0,23,23,1
O2025-011619,C154,restaurante,6/12/2025 7:13,normal,0,2,0,2,1
O2025-011620,C016,hotel,6/12/2025 7:27,normal,0,1,5,6,2
O2025-011621,C063,clínica,6/12/2025 7:28,normal,0,0,6,6,1
O2025-011622,C032,clínica,6/12/2025 7:42,normal,0,0,29,29,1
O2025-011623,C076,gimnasio,6/12/2025 7:44,normal,0,2,0,2,1
O2025-011624,C106,restaurante,6/12/2025 7:47,normal,0,0,3,3,1
O2025-011625,C063,clínica,6/12/2025 7:48,normal,0,2,5,7,2
O2025-011626,C030,hotel,6/12/2025 7:59,normal,0,0,4,4,1
O2025-011627,C092,gimnasio,6/12/2025 8:01,normal,0,2,2,4,2
O2025-011628,C001,hotel,6/12/2025 8:02,normal,0,2,2,4,2
O2025-011629,C019,hotel,6/12/2025 8:13,normal,0,1,4,5,2
O2025-011630,C082,gimnasio,6/12/2025 8:24,normal,1,6,0,7,2
O2025-011631,C011,hotel,6/12/2025 8:29,normal,0,0,6,6,1
O2025-011632,C049,clínica,6/12/2025 8:39,rápido,0,0,2,2,1
O2025-011633,C061,clínica,6/12/2025 8:39,normal,0,4,4,8,2
O2025-011634,C004,hotel,6/12/2025 8:54,normal,0,0,8,8,1
O2025-011635,C005,hotel,6/12/2025 8:58,normal,0,0,4,4,1
O2025-011636,C021,hotel,6/12/2025 9:08,normal,0,2,5,7,2
O2025-011637,C003,hotel,6/12/2025 9:15,normal,0,0,4,4,1
O2025-011638,C014,hotel,6/12/2025 9:22,normal,0,0,3,3,1
O2025-011639,C026,hotel,6/12/2025 9:32,normal,0,1,4,5,2
O2025-011640,C126,restaurante,6/12/2025 9:51,normal,1,2,0,3,2
O2025-011641,C024,hotel,6/12/2025 9:52,normal,0,0,16,16,1
O2025-011642,C011,hotel,6/12/2025 9:58,rápido,0,0,4,4,1
O2025-011643,C106,restaurante,6/12/2025 10:08,normal,0,2,0,2,1
O2025-011644,C059,clínica,6/12/2025 10:12,rápido,0,5,0,5,1
O2025-011645,C059,clínica,6/12/2025 10:23,normal,0,2,8,10,2
O2025-011646,C105,gimnasio,6/12/2025 11:55,rápido,0,3,1,4,2
O2025-011647,C023,hotel,6/12/2025 12:11,normal,1,0,9,10,2
O2025-011648,C028,hotel,6/12/2025 12:27,normal,0,0,3,3,1
O2025-011649,C079,gimnasio,6/12/2025 12:48,normal,1,2,1,4,3
O2025-011650,C072,gimnasio,6/12/2025 12:55,normal,0,2,0,2,1
O2025-011651,C017,hotel,6/12/2025 13:09,normal,0,0,12,12,1
O2025-011652,C143,restaurante,6/12/2025 13:10,normal,0,1,1,2,2
O2025-011653,C104,gimnasio,6/12/2025 13:34,normal,0,2,1,3,2
O2025-011654,C103,gimnasio,6/12/2025 13:41,normal,0,1,1,2,2
O2025-011655,C018,hotel,6/12/2025 13:51,normal,0,0,2,2,1
O2025-011656,C058,clínica,6/12/2025 14:41,normal,0,1,1,2,2
O2025-011657,C150,restaurante,6/12/2025 14:48,normal,0,2,2,4,2
O2025-011658,C058,clínica,6/12/2025 15:02,rápido,1,1,2,4,3
O2025-011659,C138,restaurante,6/12/2025 15:16,normal,0,3,2,5,2
O2025-011660,C065,clínica,6/12/2025 15:18,normal,0,1,1,2,2
O2025-011661,C024,hotel,6/12/2025 15:23,normal,0,0,7,7,1
O2025-011662,C022,hotel,6/12/2025 15:23,normal,0,0,4,4,1
O2025-011663,C022,hotel,6/12/2025 15:23,normal,1,0,4,5,2
O2025-011664,C141,restaurante,6/12/2025 15:24,normal,0,0,1,1,1
O2025-011665,C129,restaurante,6/12/2025 15:38,rápido,0,0,1,1,1
O2025-011666,C003,hotel,6/12/2025 15:43,normal,0,0,7,7,1
O2025-011667,C059,clínica,6/12/2025 15:46,normal,0,0,3,3,1
O2025-011668,C050,clínica,6/12/2025 15:54,normal,0,0,7,7,1
O2025-011669,C056,clínica,6/12/2025 15:55,normal,0,0,4,4,1
O2025-011670,C006,hotel,6/12/2025 16:04,normal,0,0,5,5,1
O2025-011671,C132,restaurante,6/12/2025 16:12,rápido,0,1,0,1,1
O2025-011672,C039,clínica,6/12/2025 16:33,normal,0,0,3,3,1
O2025-011673,C059,clínica,6/12/2025 16:33,normal,1,0,5,6,2
O2025-011674,C006,hotel,6/12/2025 16:53,normal,0,0,4,4,1
O2025-011675,C018,hotel,6/12/2025 16:58,normal,1,0,2,3,2
O2025-011676,C030,hotel,6/12/2025 17:39,normal,0,1,2,3,2
O2025-011677,C029,hotel,6/12/2025 18:04,normal,0,1,6,7,2
O2025-011678,C020,hotel,6/12/2025 18:04,normal,0,0,5,5,1
O2025-011679,C036,clínica,6/12/2025 18:08,normal,0,1,2,3,2
O2025-011680,C051,clínica,6/12/2025 18:40,normal,0,0,6,6,1
O2025-011681,C009,hotel,6/12/2025 18:43,normal,0,0,7,7,1
O2025-011682,C074,gimnasio,6/12/2025 19:49,normal,0,2,0,2,1
O2025-011683,C024,hotel,6/12/2025 19:54,normal,0,0,6,6,1
O2025-011684,C152,restaurante,6/12/2025 20:41,normal,0,0,4,4,1
O2025-011685,C157,restaurante,6/12/2025 20:56,rápido,0,0,2,2,1
O2025-011686,C138,restaurante,6/12/2025 21:20,rápido,0,1,0,1,1
O2025-011687,C160,restaurante,6/12/2025 21:23,normal,1,1,2,4,3
O2025-011688,C157,restaurante,6/12/2025 22:04,rápido,0,1,0,1,1
O2025-011689,C158,restaurante,6/12/2025 22:41,normal,0,1,1,2,2
O2025-011690,C098,gimnasio,6/13/2025 6:55,normal,3,0,0,3,1
O2025-011691,C084,gimnasio,6/13/2025 6:59,normal,0,6,0,6,1
O2025-011692,C020,hotel,6/13/2025 7:01,normal,0,0,4,4,1
O2025-011693,C020,hotel,6/13/2025 7:31,normal,0,2,15,17,2
O2025-011694,C024,hotel,6/13/2025 7:39,normal,0,0,5,5,1
O2025-011695,C105,gimnasio,6/13/2025 7:47,normal,0,13,0,13,1
O2025-011696,C077,gimnasio,6/13/2025 8:01,normal,0,2,1,3,2
O2025-011697,C081,gimnasio,6/13/2025 8:26,normal,0,2,2,4,2
O2025-011698,C019,hotel,6/13/2025 8:38,normal,0,1,2,3,2
O2025-011699,C026,hotel,6/13/2025 8:38,rápido,0,0,2,2,1
O2025-011700,C009,hotel,6/13/2025 8:43,normal,0,0,6,6,1
O2025-011701,C027,hotel,6/13/2025 8:44,normal,0,0,5,5,1
O2025-011702,C154,restaurante,6/13/2025 8:51,normal,0,4,1,5,2
O2025-011703,C121,restaurante,6/13/2025 9:05,normal,0,0,6,6,1
O2025-011704,C064,clínica,6/13/2025 9:09,normal,0,6,0,6,1
O2025-011705,C023,hotel,6/13/2025 9:10,rápido,0,0,6,6,1
O2025-011706,C156,restaurante,6/13/2025 9:19,normal,0,0,1,1,1
O2025-011707,C002,hotel,6/13/2025 9:40,normal,0,1,2,3,2
O2025-011708,C141,restaurante,6/13/2025 9:45,normal,1,0,1,2,2
O2025-011709,C019,hotel,6/13/2025 9:48,normal,0,0,4,4,1
O2025-011710,C026,hotel,6/13/2025 9:56,normal,0,0,5,5,1
O2025-011711,C128,restaurante,6/13/2025 9:58,normal,0,2,2,4,2
O2025-011712,C134,restaurante,6/13/2025 10:05,normal,0,0,4,4,1
O2025-011713,C013,hotel,6/13/2025 10:17,normal,0,0,8,8,1
O2025-011714,C038,clínica,6/13/2025 10:21,normal,0,2,0,2,1
O2025-011715,C045,clínica,6/13/2025 10:35,rápido,0,0,1,1,1
O2025-011716,C138,restaurante,6/13/2025 10:46,normal,0,0,1,1,1
O2025-011717,C060,clínica,6/13/2025 10:51,normal,0,0,10,10,1
O2025-011718,C112,restaurante,6/13/2025 10:53,normal,0,1,1,2,2
O2025-011719,C001,hotel,6/13/2025 12:14,normal,0,0,6,6,1
O2025-011720,C066,gimnasio,6/13/2025 12:30,normal,0,3,3,6,2
O2025-011721,C024,hotel,6/13/2025 12:47,normal,0,0,9,9,1
O2025-011722,C093,gimnasio,6/13/2025 13:25,normal,0,0,3,3,1
O2025-011723,C075,gimnasio,6/13/2025 13:30,normal,1,7,0,8,2
O2025-011724,C103,gimnasio,6/13/2025 13:32,normal,0,2,0,2,1
O2025-011725,C024,hotel,6/13/2025 13:38,normal,1,0,4,5,2
O2025-011726,C006,hotel,6/13/2025 13:46,normal,1,0,6,7,2
O2025-011727,C012,hotel,6/13/2025 13:47,normal,0,0,4,4,1
O2025-011728,C045,clínica,6/13/2025 13:51,rápido,0,0,1,1,1
O2025-011729,C082,gimnasio,6/13/2025 13:51,normal,0,4,4,8,2
O2025-011730,C017,hotel,6/13/2025 13:54,normal,0,4,34,38,2
O2025-011731,C030,hotel,6/13/2025 13:55,normal,0,0,4,4,1
O2025-011732,C026,hotel,6/13/2025 14:05,normal,0,0,6,6,1
O2025-011733,C038,clínica,6/13/2025 14:10,normal,0,1,0,1,1
O2025-011734,C097,gimnasio,6/13/2025 14:20,normal,0,6,0,6,1
O2025-011735,C044,clínica,6/13/2025 14:22,normal,1,0,6,7,2
O2025-011736,C010,hotel,6/13/2025 14:25,normal,0,0,7,7,1
O2025-011737,C002,hotel,6/13/2025 14:27,normal,0,0,5,5,1
O2025-011738,C071,gimnasio,6/13/2025 14:28,normal,0,3,0,3,1
O2025-011739,C150,restaurante,6/13/2025 14:29,rápido,0,1,0,1,1
O2025-011740,C074,gimnasio,6/13/2025 14:34,normal,0,3,0,3,1
O2025-011741,C078,gimnasio,6/13/2025 14:35,normal,0,1,1,2,2
O2025-011742,C024,hotel,6/13/2025 14:37,normal,0,0,4,4,1
O2025-011743,C050,clínica,6/13/2025 14:53,normal,1,0,3,4,2
O2025-011744,C037,clínica,6/13/2025 14:57,rápido,0,1,3,4,2
O2025-011745,C025,hotel,6/13/2025 14:58,normal,0,1,3,4,2
O2025-011746,C082,gimnasio,6/13/2025 15:11,normal,1,2,1,4,3
O2025-011747,C015,hotel,6/13/2025 15:15,normal,0,0,4,4,1
O2025-011748,C040,clínica,6/13/2025 15:18,normal,0,0,1,1,1
O2025-011749,C021,hotel,6/13/2025 15:21,normal,0,0,12,12,1
O2025-011750,C028,hotel,6/13/2025 15:25,normal,0,0,9,9,1
O2025-011751,C140,restaurante,6/13/2025 15:27,normal,0,4,0,4,1
O2025-011752,C029,hotel,6/13/2025 15:39,normal,0,0,7,7,1
O2025-011753,C134,restaurante,6/13/2025 15:53,normal,0,1,2,3,2
O2025-011754,C040,clínica,6/13/2025 16:15,rápido,0,0,2,2,1
O2025-011755,C046,clínica,6/13/2025 16:16,normal,0,1,2,3,2
O2025-011756,C060,clínica,6/13/2025 16:26,normal,1,0,4,5,2
O2025-011757,C034,clínica,6/13/2025 16:35,normal,0,0,3,3,1
O2025-011758,C129,restaurante,6/13/2025 16:48,normal,0,1,0,1,1
O2025-011759,C036,clínica,6/13/2025 16:51,normal,1,1,2,4,3
O2025-011760,C061,clínica,6/13/2025 16:53,normal,0,0,4,4,1
O2025-011761,C030,hotel,6/13/2025 17:10,normal,0,1,2,3,2
O2025-011762,C017,hotel,6/13/2025 17:27,normal,1,0,11,12,2
O2025-011763,C014,hotel,6/13/2025 17:32,normal,0,1,4,5,2
O2025-011764,C032,clínica,6/13/2025 17:38,normal,1,0,8,9,2
O2025-011765,C076,gimnasio,6/13/2025 17:44,normal,0,1,1,2,2
O2025-011766,C041,clínica,6/13/2025 18:21,normal,0,0,8,8,1
O2025-011767,C103,gimnasio,6/13/2025 18:38,normal,0,1,1,2,2
O2025-011768,C066,gimnasio,6/13/2025 19:19,normal,1,1,1,3,3
O2025-011769,C066,gimnasio,6/13/2025 19:28,normal,0,2,0,2,1
O2025-011770,C084,gimnasio,6/13/2025 19:42,normal,8,0,0,8,1
O2025-011771,C082,gimnasio,6/13/2025 19:59,normal,1,0,2,3,2
O2025-011772,C123,restaurante,6/13/2025 20:32,normal,0,1,1,2,2
O2025-011773,C121,restaurante,6/13/2025 21:00,normal,0,3,4,7,2
O2025-011774,C119,restaurante,6/13/2025 21:01,normal,1,3,6,10,3
O2025-011775,C111,restaurante,6/13/2025 21:08,normal,0,1,1,2,2
O2025-011776,C133,restaurante,6/13/2025 21:25,rápido,0,1,1,2,2
O2025-011777,C144,restaurante,6/13/2025 21:26,normal,0,3,0,3,1
O2025-011778,C138,restaurante,6/13/2025 21:46,normal,0,2,2,4,2
O2025-011779,C087,gimnasio,6/14/2025 6:02,normal,0,3,1,4,2
O2025-011780,C070,gimnasio,6/14/2025 6:49,rápido,0,0,3,3,1
O2025-011781,C081,gimnasio,6/14/2025 6:55,normal,1,2,0,3,2
O2025-011782,C001,hotel,6/14/2025 7:04,normal,0,0,5,5,1
O2025-011783,C014,hotel,6/14/2025 7:39,normal,0,0,3,3,1
O2025-011784,C109,restaurante,6/14/2025 7:53,normal,0,1,0,1,1
O2025-011785,C085,gimnasio,6/14/2025 7:57,normal,2,0,0,2,1
O2025-011786,C074,gimnasio,6/14/2025 7:58,normal,1,1,1,3,3
O2025-011787,C134,restaurante,6/14/2025 8:03,normal,0,1,0,1,1
O2025-011788,C032,clínica,6/14/2025 8:19,normal,0,0,8,8,1
O2025-011789,C019,hotel,6/14/2025 8:22,normal,0,0,10,10,1
O2025-011790,C007,hotel,6/14/2025 8:23,normal,0,0,6,6,1
O2025-011791,C017,hotel,6/14/2025 8:33,normal,0,0,11,11,1
O2025-011792,C011,hotel,6/14/2025 8:41,normal,0,0,2,2,1
O2025-011793,C136,restaurante,6/14/2025 9:08,normal,1,0,2,3,2
O2025-011794,C017,hotel,6/14/2025 9:29,normal,0,3,10,13,2
O2025-011795,C159,restaurante,6/14/2025 9:35,normal,0,0,3,3,1
O2025-011796,C026,hotel,6/14/2025 9:53,normal,0,0,3,3,1
O2025-011797,C027,hotel,6/14/2025 9:53,normal,0,1,3,4,2
O2025-011798,C109,restaurante,6/14/2025 9:54,normal,0,2,0,2,1
O2025-011799,C041,clínica,6/14/2025 10:02,normal,1,0,4,5,2
O2025-011800,C049,clínica,6/14/2025 10:03,normal,0,0,4,4,1
O2025-011801,C014,hotel,6/14/2025 10:05,normal,0,0,11,11,1
O2025-011802,C110,restaurante,6/14/2025 10:11,normal,0,0,2,2,1
O2025-011803,C137,restaurante,6/14/2025 10:22,rápido,1,1,0,2,2
O2025-011804,C121,restaurante,6/14/2025 10:25,normal,0,1,3,4,2
O2025-011805,C009,hotel,6/14/2025 10:50,normal,0,1,2,3,2
O2025-011806,C095,gimnasio,6/14/2025 12:04,normal,0,0,2,2,1
O2025-011807,C017,hotel,6/14/2025 12:12,normal,0,3,16,19,2
O2025-011808,C070,gimnasio,6/14/2025 12:39,normal,1,2,2,5,3
O2025-011809,C097,gimnasio,6/14/2025 12:48,normal,0,3,0,3,1
O2025-011810,C076,gimnasio,6/14/2025 13:25,normal,0,1,1,2,2
O2025-011811,C014,hotel,6/14/2025 13:28,normal,0,0,7,7,1
O2025-011812,C058,clínica,6/14/2025 13:53,normal,0,1,1,2,2
O2025-011813,C022,hotel,6/14/2025 14:54,normal,0,0,8,8,1
O2025-011814,C112,restaurante,6/14/2025 14:56,normal,0,0,3,3,1
O2025-011815,C021,hotel,6/14/2025 15:02,normal,0,2,7,9,2
O2025-011816,C009,hotel,6/14/2025 15:08,normal,0,0,6,6,1
O2025-011817,C018,hotel,6/14/2025 15:24,normal,0,1,3,4,2
O2025-011818,C010,hotel,6/14/2025 15:48,normal,0,0,9,9,1
O2025-011819,C110,restaurante,6/14/2025 15:58,normal,0,1,1,2,2
O2025-011820,C020,hotel,6/14/2025 16:20,normal,0,1,7,8,2
O2025-011821,C027,hotel,6/14/2025 16:48,normal,0,0,4,4,1
O2025-011822,C059,clínica,6/14/2025 17:03,normal,1,0,3,4,2
O2025-011823,C082,gimnasio,6/14/2025 17:44,normal,0,2,0,2,1
O2025-011824,C027,hotel,6/14/2025 17:57,normal,0,0,4,4,1
O2025-011825,C030,hotel,6/14/2025 17:57,normal,0,0,2,2,1
O2025-011826,C010,hotel,6/14/2025 18:05,normal,0,0,4,4,1
O2025-011827,C068,gimnasio,6/14/2025 18:07,normal,0,7,0,7,1
O2025-011828,C041,clínica,6/14/2025 18:58,normal,0,0,7,7,1
O2025-011829,C067,gimnasio,6/14/2025 19:10,normal,0,2,0,2,1
O2025-011830,C087,gimnasio,6/14/2025 19:10,normal,0,4,2,6,2
O2025-011831,C094,gimnasio,6/14/2025 19:22,normal,0,1,1,2,2
O2025-011832,C144,restaurante,6/14/2025 21:02,rápido,0,0,3,3,1
O2025-011833,C150,restaurante,6/14/2025 22:27,rápido,0,2,0,2,1
O2025-011834,C086,gimnasio,6/15/2025 7:26,normal,0,2,2,4,2
O2025-011835,C027,hotel,6/15/2025 7:26,normal,0,0,7,7,1
O2025-011836,C018,hotel,6/15/2025 7:31,normal,0,0,4,4,1
O2025-011837,C008,hotel,6/15/2025 8:14,normal,1,0,2,3,2
O2025-011838,C004,hotel,6/15/2025 8:23,rápido,1,0,3,4,2
O2025-011839,C131,restaurante,6/15/2025 8:28,rápido,0,0,1,1,1
O2025-011840,C098,gimnasio,6/15/2025 8:29,rápido,0,1,1,2,2
O2025-011841,C121,restaurante,6/15/2025 8:33,normal,0,1,2,3,2
O2025-011842,C077,gimnasio,6/15/2025 8:41,normal,0,2,0,2,1
O2025-011843,C029,hotel,6/15/2025 8:42,normal,0,2,5,7,2
O2025-011844,C013,hotel,6/15/2025 9:04,normal,1,0,11,12,2
O2025-011845,C147,restaurante,6/15/2025 9:09,normal,1,1,1,3,3
O2025-011846,C110,restaurante,6/15/2025 9:20,normal,0,1,1,2,2
O2025-011847,C007,hotel,6/15/2025 10:06,normal,0,0,3,3,1
O2025-011848,C008,hotel,6/15/2025 10:18,normal,0,1,1,2,2
O2025-011849,C008,hotel,6/15/2025 10:21,normal,0,0,3,3,1
O2025-011850,C121,restaurante,6/15/2025 10:31,normal,3,0,0,3,1
O2025-011851,C101,gimnasio,6/15/2025 10:54,normal,0,2,2,4,2
O2025-011852,C002,hotel,6/15/2025 12:22,normal,0,0,5,5,1
O2025-011853,C012,hotel,6/15/2025 13:14,normal,0,2,5,7,2
O2025-011854,C016,hotel,6/15/2025 13:16,normal,1,5,13,19,3
O2025-011855,C001,hotel,6/15/2025 13:19,normal,1,0,7,8,2
O2025-011856,C021,hotel,6/15/2025 13:39,normal,0,0,10,10,1
O2025-011857,C148,restaurante,6/15/2025 13:39,normal,1,0,4,5,2
O2025-011858,C089,gimnasio,6/15/2025 13:40,normal,0,4,0,4,1
O2025-011859,C075,gimnasio,6/15/2025 14:01,normal,0,4,0,4,1
O2025-011860,C063,clínica,6/15/2025 14:19,normal,0,3,5,8,2
O2025-011861,C133,restaurante,6/15/2025 14:19,normal,0,2,0,2,1
O2025-011862,C025,hotel,6/15/2025 14:49,normal,0,0,5,5,1
O2025-011863,C129,restaurante,6/15/2025 14:59,normal,0,1,1,2,2
O2025-011864,C106,restaurante,6/15/2025 15:09,normal,0,0,2,2,1
O2025-011865,C010,hotel,6/15/2025 15:18,normal,0,0,7,7,1
O2025-011866,C030,hotel,6/15/2025 15:40,normal,0,1,3,4,2
O2025-011867,C128,restaurante,6/15/2025 15:43,normal,1,0,3,4,2
O2025-011868,C009,hotel,6/15/2025 15:47,normal,1,0,14,15,2
O2025-011869,C012,hotel,6/15/2025 15:49,normal,0,1,13,14,2
O2025-011870,C034,clínica,6/15/2025 15:50,normal,0,0,4,4,1
O2025-011871,C157,restaurante,6/15/2025 16:08,normal,0,1,0,1,1
O2025-011872,C132,restaurante,6/15/2025 16:29,normal,0,1,1,2,2
O2025-011873,C118,restaurante,6/15/2025 16:32,normal,0,1,0,1,1
O2025-011874,C152,restaurante,6/15/2025 16:45,normal,0,0,2,2,1
O2025-011875,C113,restaurante,6/15/2025 17:02,normal,0,1,1,2,2
O2025-011876,C030,hotel,6/15/2025 17:04,normal,0,0,1,1,1
O2025-011877,C011,hotel,6/15/2025 17:05,normal,0,0,11,11,1
O2025-011878,C027,hotel,6/15/2025 17:09,normal,0,0,7,7,1
O2025-011879,C010,hotel,6/15/2025 17:41,normal,0,0,3,3,1
O2025-011880,C071,gimnasio,6/15/2025 18:37,normal,0,0,1,1,1
O2025-011881,C012,hotel,6/15/2025 18:49,rápido,0,0,5,5,1
O2025-011882,C094,gimnasio,6/15/2025 18:53,normal,0,3,1,4,2
O2025-011883,C001,hotel,6/15/2025 19:01,normal,0,0,7,7,1
O2025-011884,C008,hotel,6/15/2025 19:15,normal,0,0,5,5,1
O2025-011885,C104,gimnasio,6/15/2025 19:31,normal,0,3,0,3,1
O2025-011886,C115,restaurante,6/15/2025 20:00,normal,0,0,2,2,1
O2025-011887,C121,restaurante,6/15/2025 20:27,normal,0,1,4,5,2
O2025-011888,C132,restaurante,6/15/2025 21:22,normal,0,1,2,3,2
O2025-011889,C134,restaurante,6/15/2025 21:26,normal,0,0,2,2,1
O2025-011890,C133,restaurante,6/15/2025 22:37,rápido,1,1,1,3,3
O2025-011891,C018,hotel,6/16/2025 6:23,rápido,0,0,3,3,1
O2025-011892,C085,gimnasio,6/16/2025 6:58,normal,0,1,1,2,2
O2025-011893,C006,hotel,6/16/2025 7:04,normal,0,0,6,6,1
O2025-011894,C021,hotel,6/16/2025 7:05,normal,0,0,4,4,1
O2025-011895,C102,gimnasio,6/16/2025 7:18,normal,0,2,1,3,2
O2025-011896,C067,gimnasio,6/16/2025 7:27,rápido,0,2,0,2,1
O2025-011897,C011,hotel,6/16/2025 7:33,normal,0,0,5,5,1
O2025-011898,C030,hotel,6/16/2025 7:37,normal,0,1,2,3,2
O2025-011899,C087,gimnasio,6/16/2025 7:43,normal,0,0,10,10,1
O2025-011900,C022,hotel,6/16/2025 7:54,normal,0,0,5,5,1
O2025-011901,C040,clínica,6/16/2025 7:55,normal,0,0,7,7,1
O2025-011902,C040,clínica,6/16/2025 8:00,normal,0,1,2,3,2
O2025-011903,C012,hotel,6/16/2025 8:09,normal,0,0,6,6,1
O2025-011904,C062,clínica,6/16/2025 8:16,normal,0,3,0,3,1
O2025-011905,C001,hotel,6/16/2025 8:44,normal,0,1,11,12,2
O2025-011906,C015,hotel,6/16/2025 8:51,rápido,0,1,3,4,2
O2025-011907,C039,clínica,6/16/2025 8:54,normal,0,0,3,3,1
O2025-011908,C037,clínica,6/16/2025 8:56,rápido,0,1,2,3,2
O2025-011909,C009,hotel,6/16/2025 9:06,normal,0,0,4,4,1
O2025-011910,C084,gimnasio,6/16/2025 9:14,normal,11,0,0,11,1
O2025-011911,C109,restaurante,6/16/2025 9:15,rápido,0,1,0,1,1
O2025-011912,C017,hotel,6/16/2025 9:24,normal,0,0,7,7,1
O2025-011913,C059,clínica,6/16/2025 9:29,normal,0,1,3,4,2
O2025-011914,C050,clínica,6/16/2025 9:31,rápido,0,0,2,2,1
O2025-011915,C007,hotel,6/16/2025 9:34,rápido,0,0,14,14,1
O2025-011916,C153,restaurante,6/16/2025 9:37,rápido,0,1,1,2,2
O2025-011917,C009,hotel,6/16/2025 9:42,normal,0,0,11,11,1
O2025-011918,C056,clínica,6/16/2025 9:49,normal,2,2,7,11,3
O2025-011919,C106,restaurante,6/16/2025 10:21,normal,0,1,2,3,2
O2025-011920,C070,gimnasio,6/16/2025 11:46,normal,0,4,0,4,1
O2025-011921,C080,gimnasio,6/16/2025 12:03,normal,1,2,1,4,3
O2025-011922,C006,hotel,6/16/2025 12:11,normal,0,0,8,8,1
O2025-011923,C038,clínica,6/16/2025 12:28,normal,0,2,2,4,2
O2025-011924,C016,hotel,6/16/2025 12:32,normal,0,0,5,5,1
O2025-011925,C008,hotel,6/16/2025 12:37,rápido,0,0,4,4,1
O2025-011926,C005,hotel,6/16/2025 12:58,normal,0,0,3,3,1
O2025-011927,C099,gimnasio,6/16/2025 13:10,normal,0,1,1,2,2
O2025-011928,C006,hotel,6/16/2025 13:20,normal,0,0,3,3,1
O2025-011929,C016,hotel,6/16/2025 13:39,normal,0,0,15,15,1
O2025-011930,C009,hotel,6/16/2025 13:41,normal,0,0,3,3,1
O2025-011931,C032,clínica,6/16/2025 13:48,normal,0,0,8,8,1
O2025-011932,C087,gimnasio,6/16/2025 14:13,normal,0,4,1,5,2
O2025-011933,C024,hotel,6/16/2025 14:15,normal,0,0,12,12,1
O2025-011934,C022,hotel,6/16/2025 14:17,normal,0,0,4,4,1
O2025-011935,C008,hotel,6/16/2025 14:30,normal,0,0,7,7,1
O2025-011936,C038,clínica,6/16/2025 14:47,rápido,0,0,4,4,1
O2025-011937,C032,clínica,6/16/2025 15:00,normal,0,0,8,8,1
O2025-011938,C076,gimnasio,6/16/2025 15:01,normal,0,0,2,2,1
O2025-011939,C009,hotel,6/16/2025 15:06,normal,0,0,17,17,1
O2025-011940,C046,clínica,6/16/2025 15:06,normal,0,0,3,3,1
O2025-011941,C052,clínica,6/16/2025 15:13,rápido,0,0,2,2,1
O2025-011942,C038,clínica,6/16/2025 15:27,normal,0,0,2,2,1
O2025-011943,C017,hotel,6/16/2025 15:54,normal,0,0,4,4,1
O2025-011944,C057,clínica,6/16/2025 16:07,normal,0,0,2,2,1
