id_orden,id_cliente,segmento_cliente,fecha_hora_llegada,tipo_servicio,bolsas_delicada,bolsas_color,bolsas_blanca,bolsas_total
O2025-015749,C021,hotel,2025-08-08 09:32:40,normal,0,0,6,6
O2025-015750,C029,hotel,2025-08-08 09:34:42,normal,0,0,8,8
O2025-015751,C051,clínica,2025-08-08 09:36:29,normal,0,0,2,2
O2025-015752,C014,hotel,2025-08-08 09:38:15,normal,0,0,3,3
O2025-015753,C044,clínica,2025-08-08 09:39:43,normal,0,0,5,5
O2025-015754,C051,clínica,2025-08-08 09:41:26,normal,0,1,2,3
O2025-015755,C022,hotel,2025-08-08 09:45:53,normal,0,0,4,4
O2025-015756,C002,hotel,2025-08-08 09:50:12,normal,0,1,3,4
O2025-015757,C128,restaurante,2025-08-08 10:04:00,normal,0,2,0,2
O2025-015758,C059,clínica,2025-08-08 10:11:02,normal,0,1,2,3
O2025-015759,C028,hotel,2025-08-08 10:12:00,normal,0,0,3,3
O2025-015760,C134,restaurante,2025-08-08 11:38:45,rápido,0,1,0,1
O2025-015761,C025,hotel,2025-08-08 12:25:02,normal,0,0,3,3
O2025-015762,C087,gimnasio,2025-08-08 12:39:03,rápido,0,10,2,12
O2025-015763,C125,restaurante,2025-08-08 12:53:24,normal,0,2,2,4
O2025-015764,C116,restaurante,2025-08-08 12:59:21,rápido,0,1,1,2
O2025-015765,C012,hotel,2025-08-08 13:03:58,normal,0,0,5,5
O2025-015766,C091,gimnasio,2025-08-08 13:20:51,normal,0,2,0,2
O2025-015767,C019,hotel,2025-08-08 13:43:18,normal,0,0,8,8
O2025-015768,C003,hotel,2025-08-08 14:07:15,normal,0,0,3,3
O2025-015769,C005,hotel,2025-08-08 14:13:42,normal,0,0,4,4
O2025-015770,C087,gimnasio,2025-08-08 14:19:35,normal,1,5,1,7
O2025-015771,C009,hotel,2025-08-08 14:20:05,normal,0,0,5,5
O2025-015772,C099,gimnasio,2025-08-08 14:20:53,normal,0,2,1,3
O2025-015773,C018,hotel,2025-08-08 14:33:19,normal,0,0,3,3
O2025-015774,C009,hotel,2025-08-08 14:42:19,normal,3,0,19,22
O2025-015775,C145,restaurante,2025-08-08 15:04:23,normal,0,2,0,2
O2025-015776,C113,restaurante,2025-08-08 15:28:02,normal,0,0,3,3
O2025-015777,C124,restaurante,2025-08-08 15:30:08,normal,0,2,1,3
O2025-015778,C020,hotel,2025-08-08 15:32:16,normal,0,0,13,13
O2025-015779,C015,hotel,2025-08-08 15:32:55,normal,0,0,2,2
O2025-015780,C127,restaurante,2025-08-08 15:35:42,normal,0,1,1,2
O2025-015781,C057,clínica,2025-08-08 15:37:20,normal,0,0,7,7
O2025-015782,C002,hotel,2025-08-08 15:46:29,normal,1,0,4,5
O2025-015783,C055,clínica,2025-08-08 16:03:54,normal,0,4,4,8
O2025-015784,C057,clínica,2025-08-08 16:06:15,normal,0,0,3,3
O2025-015785,C048,clínica,2025-08-08 16:09:08,normal,1,0,2,3
O2025-015786,C126,restaurante,2025-08-08 16:11:40,normal,1,2,1,4
O2025-015787,C029,hotel,2025-08-08 16:26:38,normal,0,0,11,11
O2025-015788,C050,clínica,2025-08-08 16:29:01,normal,0,0,3,3
O2025-015789,C025,hotel,2025-08-08 16:50:53,normal,0,0,6,6
O2025-015790,C012,hotel,2025-08-08 17:01:49,normal,0,0,5,5
O2025-015791,C015,hotel,2025-08-08 17:02:48,normal,0,1,3,4
O2025-015792,C050,clínica,2025-08-08 17:06:09,normal,0,1,2,3
O2025-015793,C069,gimnasio,2025-08-08 17:39:37,normal,0,3,0,3
O2025-015794,C047,clínica,2025-08-08 18:00:29,normal,0,0,10,10
O2025-015795,C087,gimnasio,2025-08-08 18:19:19,rápido,0,3,0,3
O2025-015796,C012,hotel,2025-08-08 18:33:37,normal,0,0,5,5
O2025-015797,C019,hotel,2025-08-08 18:35:19,normal,0,2,7,9
O2025-015798,C018,hotel,2025-08-08 18:37:53,normal,0,0,4,4
O2025-015799,C026,hotel,2025-08-08 18:39:54,normal,0,0,2,2
O2025-015800,C032,clínica,2025-08-08 18:41:57,normal,1,0,8,9
O2025-015801,C004,hotel,2025-08-08 19:01:41,normal,0,0,9,9
O2025-015802,C057,clínica,2025-08-08 19:05:09,normal,0,0,2,2
O2025-015803,C100,gimnasio,2025-08-08 19:20:11,normal,0,2,0,2
O2025-015804,C089,gimnasio,2025-08-08 19:51:42,rápido,0,2,1,3
O2025-015805,C143,restaurante,2025-08-08 20:14:50,normal,0,1,0,1
O2025-015806,C134,restaurante,2025-08-08 20:48:26,normal,0,1,2,3
O2025-015807,C148,restaurante,2025-08-08 22:02:30,rápido,0,1,0,1
O2025-015808,C140,restaurante,2025-08-08 22:25:48,rápido,0,1,1,2
O2025-015809,C120,restaurante,2025-08-09 06:47:41,normal,0,1,1,2
O2025-015810,C089,gimnasio,2025-08-09 06:51:42,normal,0,2,1,3
O2025-015811,C084,gimnasio,2025-08-09 06:57:14,normal,0,6,0,6
O2025-015812,C011,hotel,2025-08-09 07:26:09,normal,0,0,5,5
O2025-015813,C121,restaurante,2025-08-09 07:32:53,normal,0,9,0,9
O2025-015814,C150,restaurante,2025-08-09 07:43:30,normal,0,2,0,2
O2025-015815,C119,restaurante,2025-08-09 07:45:33,normal,0,2,0,2
O2025-015816,C067,gimnasio,2025-08-09 07:50:06,normal,0,2,2,4
O2025-015817,C011,hotel,2025-08-09 08:10:14,normal,0,1,3,4
O2025-015818,C002,hotel,2025-08-09 08:18:06,normal,1,0,7,8
O2025-015819,C012,hotel,2025-08-09 08:20:05,normal,0,0,6,6
O2025-015820,C085,gimnasio,2025-08-09 08:20:30,rápido,0,1,1,2
O2025-015821,C013,hotel,2025-08-09 08:28:59,normal,0,0,17,17
O2025-015822,C095,gimnasio,2025-08-09 08:30:09,normal,0,1,1,2
O2025-015823,C031,clínica,2025-08-09 08:30:36,normal,0,0,7,7
O2025-015824,C107,restaurante,2025-08-09 08:36:22,rápido,0,0,2,2
O2025-015825,C094,gimnasio,2025-08-09 08:38:46,normal,1,4,0,5
O2025-015826,C104,gimnasio,2025-08-09 08:39:01,normal,0,3,0,3
O2025-015827,C143,restaurante,2025-08-09 08:55:50,normal,0,1,0,1
O2025-015828,C038,clínica,2025-08-09 09:31:44,normal,0,0,2,2
O2025-015829,C004,hotel,2025-08-09 09:39:40,normal,0,0,10,10
O2025-015830,C061,clínica,2025-08-09 09:39:57,normal,0,3,0,3
O2025-015831,C021,hotel,2025-08-09 09:42:53,normal,0,0,4,4
O2025-015832,C130,restaurante,2025-08-09 10:07:25,normal,0,3,3,6
O2025-015833,C143,restaurante,2025-08-09 11:12:15,normal,0,1,0,1
O2025-015834,C121,restaurante,2025-08-09 11:15:53,normal,0,0,8,8
O2025-015835,C017,hotel,2025-08-09 12:09:37,normal,0,0,7,7
O2025-015836,C159,restaurante,2025-08-09 12:33:53,normal,0,0,2,2
O2025-015837,C082,gimnasio,2025-08-09 12:41:44,normal,0,6,0,6
O2025-015838,C068,gimnasio,2025-08-09 12:43:19,normal,0,0,2,2
O2025-015839,C071,gimnasio,2025-08-09 12:45:59,normal,1,0,2,3
O2025-015840,C097,gimnasio,2025-08-09 12:47:06,normal,0,1,2,3
O2025-015841,C081,gimnasio,2025-08-09 12:59:00,normal,0,2,0,2
O2025-015842,C019,hotel,2025-08-09 13:30:29,normal,0,0,7,7
O2025-015843,C014,hotel,2025-08-09 14:02:16,normal,0,0,4,4
O2025-015844,C024,hotel,2025-08-09 14:07:01,normal,0,2,10,12
O2025-015845,C011,hotel,2025-08-09 14:17:43,normal,0,0,3,3
O2025-015846,C142,restaurante,2025-08-09 14:21:24,normal,0,1,0,1
O2025-015847,C021,hotel,2025-08-09 14:46:04,normal,1,1,7,9
O2025-015848,C021,hotel,2025-08-09 14:50:36,normal,0,0,5,5
O2025-015849,C008,hotel,2025-08-09 15:01:38,rápido,1,0,6,7
O2025-015850,C108,restaurante,2025-08-09 15:07:55,normal,0,0,2,2
O2025-015851,C109,restaurante,2025-08-09 15:08:36,rápido,0,1,0,1
O2025-015852,C106,restaurante,2025-08-09 15:12:24,rápido,0,2,0,2
O2025-015853,C117,restaurante,2025-08-09 15:36:56,normal,0,1,1,2
O2025-015854,C144,restaurante,2025-08-09 15:54:52,normal,1,0,2,3
O2025-015855,C001,hotel,2025-08-09 16:24:12,normal,0,0,6,6
O2025-015856,C140,restaurante,2025-08-09 16:28:02,normal,0,0,2,2
O2025-015857,C149,restaurante,2025-08-09 16:34:31,normal,0,1,2,3
O2025-015858,C127,restaurante,2025-08-09 16:35:08,rápido,0,1,1,2
O2025-015859,C059,clínica,2025-08-09 17:13:06,rápido,0,1,2,3
O2025-015860,C008,hotel,2025-08-09 17:29:24,normal,0,2,4,6
O2025-015861,C019,hotel,2025-08-09 18:04:25,normal,0,0,2,2
O2025-015862,C027,hotel,2025-08-09 18:20:32,rápido,0,0,3,3
O2025-015863,C007,hotel,2025-08-09 18:21:51,normal,0,0,5,5
O2025-015864,C026,hotel,2025-08-09 18:23:55,normal,0,0,2,2
O2025-015865,C068,gimnasio,2025-08-09 18:32:02,normal,2,4,0,6
O2025-015866,C014,hotel,2025-08-09 18:43:04,normal,0,0,3,3
O2025-015867,C021,hotel,2025-08-09 18:47:22,normal,0,2,6,8
O2025-015868,C073,gimnasio,2025-08-09 18:55:36,normal,0,2,0,2
O2025-015869,C030,hotel,2025-08-09 19:06:57,normal,0,0,3,3
O2025-015870,C072,gimnasio,2025-08-09 19:53:32,normal,0,5,0,5
O2025-015871,C141,restaurante,2025-08-09 20:09:53,rápido,1,1,1,3
O2025-015872,C099,gimnasio,2025-08-09 20:32:38,normal,0,1,1,2
O2025-015873,C145,restaurante,2025-08-09 21:33:35,rápido,0,1,1,2
O2025-015874,C134,restaurante,2025-08-09 21:36:25,normal,0,1,1,2
O2025-015875,C123,restaurante,2025-08-09 22:02:19,normal,0,1,1,2
O2025-015876,C144,restaurante,2025-08-10 05:31:52,normal,0,3,3,6
O2025-015877,C094,gimnasio,2025-08-10 06:47:44,normal,0,3,0,3
O2025-015878,C154,restaurante,2025-08-10 07:06:46,normal,0,1,1,2
O2025-015879,C105,gimnasio,2025-08-10 07:19:49,normal,0,4,2,6
O2025-015880,C024,hotel,2025-08-10 07:37:47,normal,0,1,10,11
O2025-015881,C122,restaurante,2025-08-10 07:41:00,normal,0,0,3,3
O2025-015882,C010,hotel,2025-08-10 07:46:37,normal,0,0,4,4
O2025-015883,C073,gimnasio,2025-08-10 07:46:56,rápido,0,1,0,1
O2025-015884,C008,hotel,2025-08-10 08:08:03,normal,0,0,3,3
O2025-015885,C011,hotel,2025-08-10 08:18:25,normal,0,0,2,2
O2025-015886,C052,clínica,2025-08-10 08:19:27,normal,0,1,1,2
O2025-015887,C120,restaurante,2025-08-10 08:29:06,rápido,1,1,2,4
O2025-015888,C018,hotel,2025-08-10 08:43:02,normal,0,1,3,4
O2025-015889,C110,restaurante,2025-08-10 08:43:15,normal,0,1,1,2
O2025-015890,C150,restaurante,2025-08-10 08:47:09,normal,0,2,0,2
O2025-015891,C025,hotel,2025-08-10 08:53:01,normal,0,0,4,4
O2025-015892,C106,restaurante,2025-08-10 08:53:51,normal,1,5,0,6
O2025-015893,C157,restaurante,2025-08-10 08:59:56,normal,0,1,3,4
O2025-015894,C142,restaurante,2025-08-10 09:01:59,normal,0,1,1,2
O2025-015895,C129,restaurante,2025-08-10 09:13:43,normal,0,1,1,2
O2025-015896,C107,restaurante,2025-08-10 09:38:43,normal,1,2,2,5
O2025-015897,C027,hotel,2025-08-10 09:51:52,normal,0,0,4,4
O2025-015898,C063,clínica,2025-08-10 10:00:56,normal,0,0,3,3
O2025-015899,C114,restaurante,2025-08-10 10:13:30,normal,0,1,2,3
O2025-015900,C145,restaurante,2025-08-10 10:19:21,normal,0,2,0,2
O2025-015901,C010,hotel,2025-08-10 10:35:16,normal,0,1,4,5
O2025-015902,C098,gimnasio,2025-08-10 11:05:57,normal,0,6,0,6
O2025-015903,C027,hotel,2025-08-10 11:53:58,normal,0,0,6,6
O2025-015904,C067,gimnasio,2025-08-10 12:10:01,normal,0,2,4,6
O2025-015905,C072,gimnasio,2025-08-10 12:22:12,normal,2,2,0,4
O2025-015906,C010,hotel,2025-08-10 13:10:07,normal,0,0,6,6
O2025-015907,C159,restaurante,2025-08-10 13:12:40,rápido,0,0,1,1
O2025-015908,C018,hotel,2025-08-10 13:27:04,normal,0,1,3,4
O2025-015909,C100,gimnasio,2025-08-10 13:30:30,normal,0,7,2,9
O2025-015910,C116,restaurante,2025-08-10 13:40:00,normal,0,2,0,2
O2025-015911,C014,hotel,2025-08-10 13:59:12,normal,0,0,3,3
O2025-015912,C001,hotel,2025-08-10 14:11:14,normal,0,2,4,6
O2025-015913,C002,hotel,2025-08-10 14:27:54,normal,0,1,4,5
O2025-015914,C021,hotel,2025-08-10 14:30:36,normal,1,0,4,5
O2025-015915,C010,hotel,2025-08-10 14:42:29,normal,0,0,7,7
O2025-015916,C028,hotel,2025-08-10 14:48:52,normal,0,1,4,5
O2025-015917,C073,gimnasio,2025-08-10 14:58:06,normal,0,1,1,2
O2025-015918,C030,hotel,2025-08-10 15:17:36,rápido,0,1,2,3
O2025-015919,C148,restaurante,2025-08-10 15:40:13,normal,0,0,9,9
O2025-015920,C160,restaurante,2025-08-10 15:54:29,normal,1,1,1,3
O2025-015921,C008,hotel,2025-08-10 15:59:40,normal,1,1,4,6
O2025-015922,C121,restaurante,2025-08-10 16:01:28,rápido,0,4,0,4
O2025-015923,C130,restaurante,2025-08-10 16:26:50,normal,0,0,4,4
O2025-015924,C153,restaurante,2025-08-10 16:29:41,rápido,1,0,2,3
O2025-015925,C024,hotel,2025-08-10 17:34:06,normal,0,0,13,13
O2025-015926,C007,hotel,2025-08-10 18:15:05,normal,0,0,8,8
O2025-015927,C015,hotel,2025-08-10 18:41:59,normal,0,0,3,3
O2025-015928,C090,gimnasio,2025-08-10 18:46:03,normal,0,2,2,4
O2025-015929,C019,hotel,2025-08-10 18:57:11,normal,0,1,3,4
O2025-015930,C045,clínica,2025-08-10 19:06:43,normal,0,0,2,2
O2025-015931,C076,gimnasio,2025-08-10 20:05:41,normal,0,1,1,2
O2025-015932,C126,restaurante,2025-08-10 20:45:12,normal,0,0,2,2
O2025-015933,C149,restaurante,2025-08-10 20:56:08,normal,0,0,2,2
O2025-015934,C127,restaurante,2025-08-10 20:58:57,normal,0,1,0,1
O2025-015935,C021,hotel,2025-08-11 06:21:22,normal,0,1,5,6
O2025-015936,C030,hotel,2025-08-11 06:39:40,normal,0,0,2,2
O2025-015937,C027,hotel,2025-08-11 07:08:41,normal,0,0,2,2
O2025-015938,C018,hotel,2025-08-11 07:27:39,normal,0,0,2,2
O2025-015939,C088,gimnasio,2025-08-11 07:39:11,normal,0,1,1,2
O2025-015940,C052,clínica,2025-08-11 07:47:52,normal,0,0,3,3
O2025-015941,C102,gimnasio,2025-08-11 07:49:39,normal,0,0,4,4
O2025-015942,C002,hotel,2025-08-11 07:59:33,normal,0,0,4,4
O2025-015943,C008,hotel,2025-08-11 08:00:33,normal,0,0,3,3
O2025-015944,C082,gimnasio,2025-08-11 08:06:30,normal,1,2,0,3
O2025-015945,C044,clínica,2025-08-11 08:06:32,normal,0,0,4,4
O2025-015946,C084,gimnasio,2025-08-11 08:12:41,normal,0,0,7,7
O2025-015947,C011,hotel,2025-08-11 08:23:23,normal,0,0,7,7
O2025-015948,C014,hotel,2025-08-11 08:23:52,normal,0,0,3,3
O2025-015949,C097,gimnasio,2025-08-11 08:29:36,normal,0,0,2,2
O2025-015950,C036,clínica,2025-08-11 08:29:55,normal,0,1,4,5
O2025-015951,C056,clínica,2025-08-11 08:40:55,rápido,0,0,5,5
O2025-015952,C014,hotel,2025-08-11 08:41:25,normal,0,1,3,4
O2025-015953,C004,hotel,2025-08-11 08:46:24,normal,0,0,5,5
O2025-015954,C050,clínica,2025-08-11 08:51:01,normal,0,0,6,6
O2025-015955,C020,hotel,2025-08-11 08:56:46,normal,0,0,5,5
O2025-015956,C014,hotel,2025-08-11 09:02:42,normal,0,0,2,2
O2025-015957,C037,clínica,2025-08-11 09:06:17,normal,0,0,8,8
O2025-015958,C014,hotel,2025-08-11 09:07:36,normal,0,0,3,3
O2025-015959,C057,clínica,2025-08-11 09:08:05,normal,0,0,7,7
O2025-015960,C020,hotel,2025-08-11 09:12:23,rápido,0,0,5,5
O2025-015961,C005,hotel,2025-08-11 09:15:51,normal,0,5,0,5
O2025-015962,C044,clínica,2025-08-11 09:34:52,normal,1,0,4,5
O2025-015963,C021,hotel,2025-08-11 09:47:22,normal,0,0,8,8
O2025-015964,C120,restaurante,2025-08-11 10:04:49,rápido,0,0,1,1
O2025-015965,C150,restaurante,2025-08-11 10:13:13,rápido,0,0,1,1
O2025-015966,C064,clínica,2025-08-11 10:16:43,rápido,1,1,1,3
O2025-015967,C038,clínica,2025-08-11 10:35:50,normal,0,0,4,4
O2025-015968,C040,clínica,2025-08-11 11:08:59,normal,0,0,2,2
O2025-015969,C096,gimnasio,2025-08-11 11:39:15,normal,0,0,6,6
O2025-015970,C072,gimnasio,2025-08-11 11:59:56,normal,0,2,0,2
O2025-015971,C066,gimnasio,2025-08-11 12:22:40,normal,1,4,0,5
O2025-015972,C005,hotel,2025-08-11 13:02:37,normal,0,0,4,4
O2025-015973,C081,gimnasio,2025-08-11 13:18:04,normal,0,2,2,4
O2025-015974,C011,hotel,2025-08-11 13:24:57,rápido,0,0,5,5
O2025-015975,C038,clínica,2025-08-11 13:34:21,normal,0,0,2,2
O2025-015976,C090,gimnasio,2025-08-11 13:37:31,normal,0,0,5,5
O2025-015977,C005,hotel,2025-08-11 13:38:14,normal,0,0,3,3
O2025-015978,C097,gimnasio,2025-08-11 13:48:53,normal,0,0,4,4
O2025-015979,C032,clínica,2025-08-11 13:52:22,normal,0,0,6,6
O2025-015980,C017,hotel,2025-08-11 14:01:50,normal,0,0,7,7
O2025-015981,C057,clínica,2025-08-11 14:01:52,normal,0,0,4,4
O2025-015982,C069,gimnasio,2025-08-11 14:03:09,normal,0,0,5,5
O2025-015983,C012,hotel,2025-08-11 14:08:51,normal,0,1,10,11
O2025-015984,C056,clínica,2025-08-11 14:15:00,normal,0,3,2,5
O2025-015985,C041,clínica,2025-08-11 14:34:00,normal,0,0,9,9
O2025-015986,C143,restaurante,2025-08-11 14:47:59,rápido,0,1,1,2
O2025-015987,C038,clínica,2025-08-11 14:52:49,normal,0,2,2,4
O2025-015988,C034,clínica,2025-08-11 15:09:49,normal,0,0,3,3
O2025-015989,C001,hotel,2025-08-11 15:10:23,normal,0,0,9,9
O2025-015990,C040,clínica,2025-08-11 15:10:33,normal,0,0,4,4
O2025-015991,C049,clínica,2025-08-11 15:26:33,normal,0,0,3,3
O2025-015992,C022,hotel,2025-08-11 15:27:08,normal,0,1,1,2
O2025-015993,C029,hotel,2025-08-11 15:29:04,normal,0,0,6,6
O2025-015994,C031,clínica,2025-08-11 15:48:33,normal,0,5,0,5
O2025-015995,C016,hotel,2025-08-11 15:50:16,normal,0,0,6,6
O2025-015996,C008,hotel,2025-08-11 16:00:10,normal,1,1,5,7
O2025-015997,C007,hotel,2025-08-11 16:07:33,normal,0,0,13,13
O2025-015998,C037,clínica,2025-08-11 16:08:02,rápido,0,0,2,2
O2025-015999,C005,hotel,2025-08-11 16:28:31,normal,0,1,2,3
O2025-016000,C021,hotel,2025-08-11 16:43:18,normal,0,1,2,3
O2025-016001,C033,clínica,2025-08-11 17:15:42,normal,0,2,4,6
O2025-016002,C002,hotel,2025-08-11 17:43:32,normal,0,0,3,3
O2025-016003,C013,hotel,2025-08-11 17:49:09,normal,0,0,8,8
O2025-016004,C006,hotel,2025-08-11 17:51:07,normal,0,0,4,4
O2025-016005,C025,hotel,2025-08-11 18:14:36,normal,0,0,4,4
O2025-016006,C063,clínica,2025-08-11 18:29:11,rápido,0,2,0,2
O2025-016007,C058,clínica,2025-08-11 18:31:50,normal,0,0,1,1
O2025-016008,C063,clínica,2025-08-11 18:37:48,normal,0,2,5,7
O2025-016009,C067,gimnasio,2025-08-11 18:39:29,normal,0,5,0,5
O2025-016010,C027,hotel,2025-08-11 18:42:07,normal,0,1,6,7
O2025-016011,C032,clínica,2025-08-11 18:47:01,normal,0,0,9,9
O2025-016012,C046,clínica,2025-08-11 18:59:30,rápido,0,0,1,1
O2025-016013,C003,hotel,2025-08-11 19:28:40,normal,0,0,4,4
O2025-016014,C145,restaurante,2025-08-11 20:28:52,normal,0,2,2,4
O2025-016015,C158,restaurante,2025-08-11 20:53:37,normal,0,1,1,2
O2025-016016,C135,restaurante,2025-08-11 22:35:39,normal,1,0,0,1
O2025-016017,C005,hotel,2025-08-12 05:30:00,normal,0,2,8,10
O2025-016018,C069,gimnasio,2025-08-12 06:43:22,rápido,0,0,3,3
O2025-016019,C006,hotel,2025-08-12 06:52:01,normal,0,0,10,10
O2025-016020,C008,hotel,2025-08-12 06:54:19,normal,0,0,4,4
O2025-016021,C088,gimnasio,2025-08-12 07:31:09,normal,1,1,1,3
O2025-016022,C063,clínica,2025-08-12 07:41:17,normal,2,0,15,17
O2025-016023,C082,gimnasio,2025-08-12 07:45:14,normal,6,0,0,6
O2025-016024,C088,gimnasio,2025-08-12 07:48:12,normal,1,1,0,2
O2025-016025,C006,hotel,2025-08-12 08:10:11,normal,0,0,6,6
O2025-016026,C024,hotel,2025-08-12 08:41:47,normal,0,0,7,7
O2025-016027,C008,hotel,2025-08-12 08:43:53,normal,0,0,5,5
O2025-016028,C074,gimnasio,2025-08-12 08:45:08,normal,0,2,0,2
O2025-016029,C052,clínica,2025-08-12 08:46:54,normal,0,0,3,3
O2025-016030,C013,hotel,2025-08-12 08:50:17,normal,0,0,19,19
O2025-016031,C059,clínica,2025-08-12 08:50:28,normal,0,0,3,3
O2025-016032,C034,clínica,2025-08-12 08:59:35,normal,0,0,4,4
O2025-016033,C050,clínica,2025-08-12 09:02:35,normal,0,0,3,3
O2025-016034,C054,clínica,2025-08-12 09:08:58,normal,0,0,4,4
O2025-016035,C062,clínica,2025-08-12 09:12:23,rápido,0,0,2,2
O2025-016036,C002,hotel,2025-08-12 09:13:15,normal,0,1,3,4
O2025-016037,C051,clínica,2025-08-12 09:15:20,normal,0,0,12,12
O2025-016038,C031,clínica,2025-08-12 09:25:36,normal,0,0,10,10
O2025-016039,C005,hotel,2025-08-12 09:29:43,normal,0,2,4,6
O2025-016040,C023,hotel,2025-08-12 09:32:41,normal,0,0,14,14
O2025-016041,C026,hotel,2025-08-12 09:39:21,normal,0,0,7,7
O2025-016042,C159,restaurante,2025-08-12 10:03:22,normal,0,1,1,2
O2025-016043,C040,clínica,2025-08-12 10:08:31,rápido,0,0,2,2
O2025-016044,C135,restaurante,2025-08-12 10:09:28,normal,0,0,1,1
O2025-016045,C051,clínica,2025-08-12 10:15:56,normal,0,1,2,3
O2025-016046,C013,hotel,2025-08-12 10:27:04,normal,0,0,9,9
O2025-016047,C056,clínica,2025-08-12 10:27:11,rápido,0,1,3,4
O2025-016048,C021,hotel,2025-08-12 10:48:56,normal,0,0,6,6
O2025-016049,C033,clínica,2025-08-12 11:00:02,rápido,0,0,2,2
O2025-016050,C094,gimnasio,2025-08-12 12:11:52,rápido,0,1,1,2
O2025-016051,C101,gimnasio,2025-08-12 13:15:54,normal,0,2,1,3
O2025-016052,C126,restaurante,2025-08-12 13:32:01,rápido,0,1,1,2
O2025-016053,C083,gimnasio,2025-08-12 13:35:55,normal,0,1,1,2
O2025-016054,C076,gimnasio,2025-08-12 13:39:11,rápido,0,1,0,1
O2025-016055,C063,clínica,2025-08-12 13:43:08,normal,0,0,9,9
O2025-016056,C047,clínica,2025-08-12 13:52:35,normal,0,2,7,9
O2025-016057,C104,gimnasio,2025-08-12 14:04:26,normal,0,1,1,2
O2025-016058,C006,hotel,2025-08-12 14:04:47,normal,0,0,11,11
O2025-016059,C005,hotel,2025-08-12 14:09:30,normal,0,0,4,4
O2025-016060,C054,clínica,2025-08-12 14:11:12,normal,1,0,2,3
O2025-016061,C035,clínica,2025-08-12 14:11:46,rápido,0,0,4,4
O2025-016062,C145,restaurante,2025-08-12 14:15:06,normal,0,2,0,2
O2025-016063,C017,hotel,2025-08-12 14:20:58,normal,0,2,4,6
O2025-016064,C021,hotel,2025-08-12 14:32:24,normal,0,0,2,2
O2025-016065,C154,restaurante,2025-08-12 14:37:45,normal,0,0,4,4
O2025-016066,C124,restaurante,2025-08-12 14:41:23,normal,0,5,0,5
O2025-016067,C045,clínica,2025-08-12 14:50:59,normal,0,0,3,3
O2025-016068,C003,hotel,2025-08-12 15:04:25,rápido,0,1,2,3
O2025-016069,C045,clínica,2025-08-12 15:07:31,normal,0,1,1,2
O2025-016070,C134,restaurante,2025-08-12 15:07:41,rápido,0,1,1,2
O2025-016071,C061,clínica,2025-08-12 15:14:45,normal,0,0,10,10
O2025-016072,C024,hotel,2025-08-12 15:20:53,normal,1,0,4,5
O2025-016073,C025,hotel,2025-08-12 15:22:38,normal,0,0,6,6
O2025-016074,C043,clínica,2025-08-12 15:30:39,normal,0,1,4,5
O2025-016075,C025,hotel,2025-08-12 15:31:45,normal,1,0,3,4
O2025-016076,C055,clínica,2025-08-12 15:32:23,normal,0,0,5,5
O2025-016077,C010,hotel,2025-08-12 15:36:45,normal,0,0,48,48
O2025-016078,C052,clínica,2025-08-12 15:37:01,normal,0,1,2,3
O2025-016079,C055,clínica,2025-08-12 15:41:59,normal,0,1,2,3
O2025-016080,C125,restaurante,2025-08-12 15:44:14,normal,0,1,2,3
O2025-016081,C005,hotel,2025-08-12 15:45:19,normal,0,0,3,3
O2025-016082,C011,hotel,2025-08-12 16:02:04,normal,0,0,7,7
O2025-016083,C013,hotel,2025-08-12 16:02:31,normal,0,2,6,8
O2025-016084,C024,hotel,2025-08-12 16:20:06,normal,0,0,5,5
O2025-016085,C158,restaurante,2025-08-12 16:34:18,normal,0,1,1,2
O2025-016086,C112,restaurante,2025-08-12 16:40:04,normal,0,2,0,2
O2025-016087,C007,hotel,2025-08-12 17:19:49,normal,0,0,12,12
O2025-016088,C028,hotel,2025-08-12 17:26:24,normal,0,0,14,14
O2025-016089,C142,restaurante,2025-08-12 17:40:11,normal,0,3,1,4
O2025-016090,C051,clínica,2025-08-12 17:51:04,normal,0,0,3,3
O2025-016091,C027,hotel,2025-08-12 17:53:29,normal,0,0,3,3
O2025-016092,C029,hotel,2025-08-12 17:56:55,normal,0,1,2,3
O2025-016093,C051,clínica,2025-08-12 18:14:38,normal,0,0,2,2
O2025-016094,C052,clínica,2025-08-12 18:27:26,rápido,0,1,0,1
O2025-016095,C038,clínica,2025-08-12 18:30:32,normal,0,0,3,3
O2025-016096,C098,gimnasio,2025-08-12 18:36:52,normal,0,2,2,4
O2025-016097,C018,hotel,2025-08-12 18:38:13,normal,0,0,5,5
O2025-016098,C026,hotel,2025-08-12 18:49:34,normal,1,0,5,6
O2025-016099,C050,clínica,2025-08-12 19:01:15,normal,0,0,3,3
O2025-016100,C047,clínica,2025-08-12 19:01:53,normal,0,0,6,6
O2025-016101,C087,gimnasio,2025-08-12 19:09:05,normal,0,4,3,7
O2025-016102,C093,gimnasio,2025-08-12 20:12:31,normal,0,4,0,4
O2025-016103,C027,hotel,2025-08-12 20:13:27,normal,0,0,4,4
O2025-016104,C114,restaurante,2025-08-12 20:34:19,normal,0,0,2,2
O2025-016105,C156,restaurante,2025-08-12 20:35:35,normal,0,1,0,1
O2025-016106,C157,restaurante,2025-08-12 20:38:28,normal,0,1,1,2
O2025-016107,C108,restaurante,2025-08-12 20:48:25,normal,0,1,1,2
O2025-016108,C134,restaurante,2025-08-12 21:22:49,rápido,0,1,1,2
